id,state_id,address_line1,address_line2,city,postal_code,created_date,modified_date,address_type
539,57,"6th Floor, 25st Canadian Place",,Toronto,M4B 1V5,2019-09-18,2019-09-23,both
540,57,254 Colonnade Road,,Nepean,K2J 2W5,2019-09-20,2019-09-24,both
544,7,"30025 Wayburne Drive, Suite 275",,Burnaby,V5G 4W1,2019-10-19,2019-10-24,both
548,57,63 Free St.,,Toronto,M4B 1V4,2019-10-23,2019-10-23,both
553,1,"253131 Lake Frasier Drive, Office No. 2",,Calgary,T2P 2G8,2019-09-19,2019-09-21,both
555,57,"9950 Ferrand Drive, 9th Floor",,Toronto,M4B 1V4,2019-10-18,2019-10-20,both
556,63,990th Floor 700 De La GauchetiSre Ou,,Montreal,H1Y 2H3,2019-08-21,2019-08-21,both
559,73,12345 Sterling Avenue,,Irving,75061,2019-10-18,2019-10-18,both
562,68,2505 Gateway Drive,,North Sioux City,57049,2019-09-22,2019-09-27,both
564,73,509 Nafta Boulevard,,Laredo,78040,2019-09-20,2019-09-24,both
565,24,25149 Howard Dr,,West Chicago,60185,2019-10-19,2019-10-19,both
566,24,63 W Monroe,,Chicago,60610,2019-12-23,2019-12-24,both
567,73,Corporate Office,,Garland,75040,2019-10-21,2019-10-23,both
568,24,25269 N. Wood Dale Rd,,Wood Dale,60191,2019-10-22,2019-10-24,both
569,73,Sapp Road West,,Round Rock,78664,2019-10-22,2019-10-23,both
571,24,25550 Executive Dr,,Elgin,60120,2020-01-21,2020-01-23,both
573,24,25269 Wood Dale Rd.,,Wood Dale,60191,2019-12-22,2019-12-27,both
576,24,4255 East Lies Road,,Carol Stream,60188,2019-12-22,2019-12-22,both
578,73,220 Mercy Drive,,Garland,75040,2019-08-20,2019-08-21,both
586,37,6030 Robinson Road,,Jefferson City,65101,2019-10-23,2019-10-28,both
587,73,25500 Old Spanish Trail,,Houston,77003,2019-09-18,2019-09-18,both
588,73,"99828 Routh Street, Suite 825",,Dallas,75201,2019-09-17,2019-09-18,both
589,73,"One Dancing, Rr No. 25",Box 8033,Round Rock,78664,2019-10-20,2019-10-23,both
592,73,9903 Highway 6 South,,Houston,77003,2019-08-21,2019-08-26,both
593,73,2345 North Freeway,,Houston,77003,2019-09-18,2019-09-23,both
596,73,72540 Blanco Rd.,,San Antonio,78204,2019-09-20,2019-09-22,both
598,24,455 256th St.,,Moline,61265,2019-09-18,2019-09-22,both
600,37,25095 W. Florissant,,Ferguson,63135,2019-09-17,2019-09-17,both
605,73,7760 N. Pan Am Expwy,,San Antonio,78204,2019-10-20,2019-10-23,both
606,80,99433 S. Greenbay Rd.,,Racine,53182,2019-10-19,2019-10-22,both
609,80,3900 S. 997th St.,,Milwaukee,53202,2019-10-19,2019-10-24,both
611,73,23025 S.W. Military Rd.,,San Antonio,78204,2019-09-17,2019-09-21,both
615,73,Fountains On The Lake,,Stafford,77477,2019-08-18,2019-08-22,both
616,73,Southwest Outlet,,Hillsboro,76645,2019-08-21,2019-08-22,both
619,73,First Colony Mall,,Sugar Land,77478,2020-01-22,2020-01-26,both
620,36,Horizon Outlet,,Woodbury,55125,2019-10-20,2019-10-20,both
621,36,Tanger Factory,,Branch,55056,2019-10-20,2019-10-22,both
628,36,City Center,,Minneapolis,55402,2019-09-21,2019-09-22,both
629,37,St. Louis Marketplace,,Saint Louis,63103,2019-08-20,2019-08-20,both
630,73,Lincoln Square,,Arlington,76010,2019-10-19,2019-10-21,both
631,37,Kansas City Factory Outlet,,Odessa,64076,2019-08-18,2019-08-23,both
632,73,Fiesta Trail Shopping Center,,San Antonio,78204,2019-08-21,2019-08-26,both
755,75,9920 Picketts Line Road,,Newport News,23607,2019-08-22,2019-08-26,both
756,35,855 East Main Avenue,,Zeeland,49464,2019-09-18,2019-09-20,both
758,25,6900 William Richardson Ct.,,South Bend,46601,2019-09-21,2019-09-23,both
760,54,Attn: Accounts Payable,44 Main Place,Melville,11747,2019-10-18,2019-10-23,both
765,30,58 Teed Drive,,Randolph,02368,2019-09-17,2019-09-18,both
768,54,P.O. Box 9005,,Endicott,13760,2020-01-18,2020-01-22,both
769,11,Saltonstall Parkway,,East Haven,06512,2019-10-23,2019-10-28,both
770,54,123 Union Square South,,New York,10007,2019-09-21,2019-09-22,both
771,25,42522 Northrupp,,Fort Wayne,46807,2019-08-21,2019-08-25,both
772,65,675 East Ave.,,Warwick,02889,2019-12-23,2019-12-28,both
774,35,9920 North Telegraph Rd.,,Pontiac,48342,2019-10-19,2019-10-21,both
776,35,997000 Telegraph Rd.,,Southfield,48034,2019-12-20,2019-12-20,both
777,11,25850 Post Road,,Westport,06880,2019-11-19,2019-11-19,both
778,11,9975 Union St.,,Waterbury,06710,2019-10-22,2019-10-25,both
782,11,630 Oldgate Lane,,Milford,06460,2019-11-19,2019-11-19,both
783,55,25264 E. 260th,,Euclid,44119,2019-08-20,2019-08-20,both
784,55,225200 Miles Ave.,,North Randall,44128,2019-09-19,2019-09-21,both
785,35,399700 John R. Rd.,,Madison Heights,48071,2019-09-22,2019-09-23,both
792,25,250 E. County Line Rd.,,Indianapolis,46204,2019-09-21,2019-09-26,both
801,35,Horizon Outlet Center,,Holland,49423,2019-08-22,2019-08-22,both
802,25,Washington Square Ii,,Indianapolis,46204,2019-09-22,2019-09-25,both
807,75,Leesburg Premium Outlet Centre,,Leesburg,20176,2019-08-20,2019-08-24,both
808,30,Tree Plaza,,Braintree,02184,2019-08-18,2019-08-22,both
809,46,Granite State Marketplace,,Hooksett,03106,2019-10-23,2019-10-23,both
810,35,Redford Plaza,,Redford,48239,2019-08-20,2019-08-22,both
816,46,Lake Region Factory Outlet,,Tilton,03276,2019-09-22,2019-09-22,both
817,55,Cherry Grove Plaza,,Cincinnati,45202,2019-10-22,2019-10-22,both
818,55,Johnny Appleseed Shop.center,,Mansfield,44903,2019-10-23,2019-10-27,both
821,46,Stateline Plaza,,Plaistow,03865,2019-08-22,2019-08-24,both
822,54,Pyramid Mall,,Ithaca,14850,2019-08-21,2019-08-26,both
825,35,Port Huron,,Port Huron,48060,2019-11-19,2019-11-19,both
829,11,Connecticut Post Mall,,Milford,06460,2019-09-22,2019-09-24,both
832,79,2251 Elliot Avenue,,Seattle,98104,2019-09-19,2019-09-21,both
835,79,259826 Russell Rd. South,,Kent,98031,2019-10-18,2019-10-21,both
840,79,Great Northwestern,,North Bend,98045,2019-09-20,2019-09-24,both
841,58,Washington Square,,Portland,97205,2019-12-22,2019-12-24,both
842,58,258101 Nw Evergreen Parkway,,Beaverton,97005,2019-10-21,2019-10-23,both
843,79,253950 N.E. 178th Place,,Woodinville,98072,2019-10-20,2019-10-23,both
848,79,Bldg. 9n/99298,,Redmond,98052,2019-09-21,2019-09-22,both
849,79,4251 First Avenue,,Seattle,98104,2019-08-18,2019-08-22,both
851,58,994 Sw Cherry Park Rd,,Troutdale,97060,2019-09-21,2019-09-24,both
855,79,15 East Main,,Port Orchard,98366,2019-08-21,2019-08-24,both
857,79,7990 Ocean Beach Hwy.,,Longview,98632,2019-09-22,2019-09-22,both
862,79,3307 Evergreen Blvd,Ste 1071,Washougal,98671,2019-12-20,2019-12-20,both
863,79,2507 Pacific Ave S,,Tacoma,98403,2019-10-21,2019-10-24,both
864,79,67 Rainer Ave S,,Renton,98055,2019-09-17,2019-09-17,both
869,79,2583 Se 272nd St,,Kent,98031,2019-09-20,2019-09-23,both
871,79,2502 Evergreen Ste E,,Everett,98201,2019-08-17,2019-08-20,both
876,79,765 Delridge Way Sw,,Seattle,98104,2019-08-17,2019-08-18,both
880,79,S Sound Ctr Suite 25300,,Lacey,98503,2019-09-21,2019-09-24,both
884,79,Lewis County Mall,,Chehalis,98532,2019-09-20,2019-09-25,both
889,82,Eastridge Mall,,Casper,82601,2019-08-21,2019-08-22,both
890,40,Holiday Village Mall,,Great Falls,59401,2019-12-19,2019-12-22,both
891,79,2526a Tri-Lake Blvd Ne,,Kirkland,98033,2020-01-17,2020-01-20,both
892,82,Frontier Mall,,Cheyenne,82001,2019-09-17,2019-09-20,both
894,79,3390 South 23rd St.,,Tacoma,98403,2020-02-18,2020-02-19,both
895,79,3250 South Meridian,,Puyallup,98371,2019-08-17,2019-08-18,both
900,82,25708 Dell Range Blvd.,,Cheyenne,82001,2019-08-21,2019-08-26,both
910,15,1 Corporate Center Drive,,Miami,33127,2020-01-22,2020-01-23,both
911,72,100 Fifth Drive,,Millington,38054,2019-08-19,2019-08-20,both
913,72,2550 High Street,,La Vergne,37086,2019-09-17,2019-09-20,both
915,42,Po Box 2257,,Greensboro,27412,2019-09-20,2019-09-21,both
919,15,9876 Fruitville Rd,,Sarasota,34236,2019-09-20,2019-09-20,both
920,17,42500 West Park Drive,,Atlanta,30308,2019-10-18,2019-10-22,both
921,17,6055 Shawnee Industrial Way,,Suwanee,30024,2019-08-21,2019-08-22,both
926,72,"6555 Quince Road, Suite 2025",,Memphis,38103,2019-10-22,2019-10-25,both
928,15,83995 South Dixie Highway,,Miami,33127,2019-10-18,2019-10-22,both
929,3,39950 Airport Blvd.,,Mobile,36602,2019-10-22,2019-10-23,both
930,42,3990 Silas Creek Parkway,,Winston-Salem,27104,2019-09-19,2019-09-19,both
938,15,25631 Florida Mall Ave.,,Orlando,32804,2019-09-19,2019-09-19,both
939,72,770 South Point Dr,,Memphis,38103,2019-10-22,2019-10-26,both
943,15,78025 E. Mercy Island Cswy,,Merritt Island,32952,2019-08-21,2019-08-25,both
948,17,99842 White Mill East,,Decatur,30030,2019-10-19,2019-10-21,both
949,27,Turfway Retail Center,,Florence,41042,2019-10-22,2019-10-26,both
950,67,25 Myrtle Beach,,Myrtle Beach,29577,2019-10-22,2019-10-27,both
954,67,Carolina Factory Shops,,Gaffney,29340,2019-09-21,2019-09-23,both
955,39,Edgewater Mall,,Biloxi,39530,2019-08-21,2019-08-26,both
958,15,Silver Sands Factory Outlet,,Destin,32541,2019-08-19,2019-08-24,both
963,15,Market Square Shopping Center,,Lakeland,33801,2019-12-21,2019-12-24,both
967,17,Peach Festival Outlet,,Byron,31008,2020-01-22,2020-01-22,both
969,15,Horizon Outlet Center,,Vero Beach,32960,2019-12-22,2019-12-26,both
970,67,Hilton Head Factory Outlets No. 25,,Bluffton,29910,2019-09-18,2019-09-18,both
971,15,Bay Area Outlet Mall,,Clearwater,33755,2019-08-21,2019-08-22,both
972,39,Gulfport Factory Shops,,Gulfport,39501,2019-09-20,2019-09-25,both
973,72,Belz Factory Outlet,,Pigeon Forge,37863,2019-10-20,2019-10-24,both
974,17,Savannah Festival Outlet,,Savannah,31401,2019-09-19,2019-09-22,both
975,72,Mall Of Memphis,,Memphis,38103,2019-10-19,2019-10-20,both
976,72,Foothills Mall,,Maryville,37801,2019-10-19,2019-10-23,both
977,15,"Dadeland Mall, Space 25090",,Miami,33127,2019-08-21,2019-08-24,both
979,15,32525 Hollywood Blvd.,,Hollywood,33021,2019-09-19,2019-09-22,both
984,15,254075 Biscayne Blvd.,,North Miami Beach,33162,2019-10-20,2019-10-25,both
985,17,42525 Austell Road,,Austell,30106,2019-08-17,2019-08-19,both
1001,9,Incom Sports Center,,Ontario,91764,2019-09-18,2019-09-22,both
1004,9,25600 E St Andrews Pl,,Santa Ana,92701,2019-10-18,2019-10-20,both
1007,9,77 Beale Street,Room 99767c,San Francisco,94109,2019-10-21,2019-10-26,both
1015,9,99000 S. Avalon Blvd. Suite 750,,Carson,90746,2019-09-19,2019-09-22,both
1017,52,2560 E. Newlands Dr,,Fernley,89408,2019-10-23,2019-10-28,both
1020,9,251340 E. South St.,,Cerritos,90703,2019-10-23,2019-10-28,both
1021,9,440 West Huntington Dr.,,Monrovia,91016,2019-08-22,2019-08-26,both
1022,9,99235 Hawthorne Blvd.,,Torrance,90505,2019-08-17,2019-08-17,both
1024,48,9952 E. Lohman Ave.,,Las Cruces,88001,2019-08-22,2019-08-23,both
1025,10,2530 South Colorado Blvd.,,Denver,80203,2019-10-20,2019-10-24,both
1028,9,Mall Of Orange,,Orange,92867,2019-09-19,2019-09-21,both
1032,9,Simi @ The Plaza,,Simi Valley,93065,2019-09-17,2019-09-21,both
1036,74,Sports Store At Park City,,Park City,84098,2019-10-22,2019-10-22,both
1037,9,North County Square,,Vista,92084,2019-10-20,2019-10-20,both
1040,9,Fox Hills,,Culver City,90232,2019-09-22,2019-09-23,both
1041,9,Parkway Plaza,,El Cajon,92020,2019-12-22,2019-12-27,both
1042,9,Stonewood Mall,,Downey,90241,2019-09-17,2019-09-18,both
1043,9,Hanford Mall,,Hanford,93230,2020-01-18,2020-01-20,both
1045,9,Nut Tree Factory,,Vacaville,95688,2019-09-17,2019-09-20,both
1046,10,Rocky Mountain Pines Outlet,,Loveland,80537,2019-09-18,2019-09-20,both
1048,9,Factory Merchants,,Barstow,92311,2019-10-23,2019-10-25,both
1049,9,The Citadel Commerce Plaza,,City Of Commerce,90040,2019-10-19,2019-10-19,both
1050,9,University Town Center,,San Diego,92102,2019-10-19,2019-10-21,both
1051,9,Pavillion @ Redlands,,Redlands,92373,2019-11-22,2019-11-24,both
1052,9,San Diego Factory,,San Ysidro,92173,2019-09-22,2019-09-26,both
1053,9,Pacific West Outlet,,Gilroy,95020,2019-09-21,2019-09-24,both
1054,52,Belz Factory Outlet,,Las Vegas,89106,2019-09-17,2019-09-21,both
1055,9,Camarillo Athletic Stores,,Camarillo,93010,2019-09-22,2019-09-25,both
1056,9,Lake Elisnor Place,,Lake Elsinore,92530,2019-09-20,2019-09-25,both
1057,9,Norwalk Square,,Norwalk,90650,2019-10-20,2019-10-20,both
1061,52,Eastern Beltway Center,,Las Vegas,89106,2020-01-18,2020-01-22,both
1062,6,Factory Stores/tucson,,Tucson,85701,2019-10-23,2019-10-24,both
1064,9,West Park Plaza,,Irvine,92614,2020-02-19,2020-02-23,both
1066,6,Prime Outlets,,Phoenix,85004,2019-10-20,2019-10-23,both
1069,9,6900 Sisk Road,,Modesto,95354,2019-08-17,2019-08-22,both
1070,9,3250 Baldwin Park Blvd,,Baldwin Park,91706,2019-09-21,2019-09-21,both
1073,9,3065 Santa Margarita Parkway,,Trabuco Canyon,92679,2019-08-17,2019-08-20,both
1074,9,9920 Bridgepointe Parkway,,San Mateo,94404,2019-08-21,2019-08-24,both
1076,10,8525 South Parker Road,,Parker,80138,2019-09-17,2019-09-18,both
1077,9,7505 Laguna Boulevard,,Elk Grove,95624,2019-12-19,2019-12-21,both
1079,9,25150 El Camino Real,,San Bruno,94066,2019-10-18,2019-10-22,both
1085,48,49925 Crestview Drive N.E.,,Rio Rancho,87124,2019-10-21,2019-10-25,both
1091,9,5500 Grossmont Center Drive,,La Mesa,91941,2019-10-18,2019-10-22,both
1094,6,25250 N 90th St,,Scottsdale,85257,2019-10-22,2019-10-25,both
1097,9,Corp Ofc Accts Payable,,El Segundo,90245,2019-10-19,2019-10-19,both
1099,52,62500 Neil Road,,Reno,89502,2019-09-18,2019-09-20,both
1102,9,603 Gellert Blvd,,Daly City,94015,2020-01-20,2020-01-20,both
1103,74,2564 S. Redwood Rd.,,Riverton,84065,2019-12-19,2019-12-24,both
1104,74,9927 N. Main St.,,Tooele,84074,2019-09-21,2019-09-21,both
11381,10,2000 300th Street,,Denver,80203,2019-10-20,2019-10-20,both
11382,36,99 Front Street,,Minneapolis,55402,2019-09-18,2019-09-19,both
11386,9,1234 Seaside Way,,San Francisco,94109,2017-07-14,2017-07-14,both
11387,36,5678 Lakeview Blvd.,,Minneapolis,55402,2016-02-18,2016-02-21,both
11407,19,Winter der Böck 254,,Salzgitter,38231,2020-01-02,2020-01-02,both
11413,50,3378 Coldwater Drive,,Matraville,2036,2020-03-03,2020-03-03,both
11419,79,673 Noah Court,,Port Orchard,98366,2020-02-18,2020-02-21,both
11429,50,4428 Jones Rd.,,North Ryde,2113,2019-10-11,2019-10-16,both
11430,9,8502 Diver Way,,Chula Vista,91910,2020-03-15,2020-03-15,both
11454,14,8360 Frisbie Court,,Newcastle upon Tyne,NT20,2019-11-21,2019-11-22,both
11463,77,2111 Freedom Court,,Sunbury,3429,2020-01-24,2020-01-25,both
11492,50,3241 West Slough Rd.,,Port Macquarie,2444,2019-11-13,2019-11-18,both
11493,77,793 Crawford Street,,South Melbourne,3205,2020-01-27,2020-01-27,both
11521,9,3723 Mt. Sequoia Ct.,,Barstow,92311,2020-01-06,2020-01-11,both
11541,77,7330 Saddlehill Lane,,Sunbury,3429,2019-09-05,2019-09-10,both
11546,14,4185 Keywood Ct.,,Woolston,WA1 4SY,2019-11-08,2019-11-10,both
11576,50,5402 Panorama Drive,,North Sydney,2055,2019-11-14,2019-11-15,both
11578,50,1725 La Salle Ave.,,Wollongong,2500,2019-09-08,2019-09-08,both
11580,50,3193 Mehaffey Way,,Springwood,2777,2019-09-10,2019-09-14,both
11582,50,4262 Monterey Ave.,,Darlinghurst,2010,2020-01-28,2020-01-31,both
11591,50,9420 Fillet Ave,,Milsons Point,2061,2019-12-03,2019-12-05,both
11598,77,5324 Horseshoe Circle,,Melbourne,3000,2020-02-11,2020-02-12,both
11629,53,Hochstr 8111,,Braunschweig,38001,2020-02-01,2020-02-03,both
11634,64,7815 Driftwood Drive,,Hawthorne,4171,2020-03-18,2020-03-23,both
11635,77,2775 Robinson Ave.,,Sunbury,3429,2020-02-05,2020-02-05,both
11651,64,7339 Eureka Lane,,Gold Coast,4217,2019-12-31,2020-01-03,both
11665,14,6228 RaceCourt,,Milton Keynes,MK8 8DF,2020-01-19,2020-01-22,both
11694,50,3549 Peachwillow St.,,Goulburn,2580,2019-09-05,2019-09-07,both
11705,58,2946 Frame Ct,,Corvallis,97330,2019-10-16,2019-10-17,both
11730,14,3413 Sequoia Woods Pl.,,Newcastle upon Tyne,NT20,2019-12-09,2019-12-14,both
11742,50,6863 Shakespeare Dr,,Malabar,2036,2020-03-04,2020-03-06,both
11779,9,5935 Isabel,,Berkeley,94704,2019-11-05,2019-11-10,both
11798,50,9430 La Vista Avenue,,Port Macquarie,2444,2019-12-25,2019-12-28,both
11804,79,8844 Bel Aire Drive,,Yakima,98901,2019-09-18,2019-09-22,both
11809,50,2904 San Simeon Ct.,,Goulburn,2580,2019-08-21,2019-08-26,both
11819,9,8249 La Jolla,,Oakland,94611,2020-01-05,2020-01-10,both
11821,7,4618 Olive Hill,,Newton,V2M1P1,2020-02-15,2020-02-20,both
11855,9,1016 Park Avenue,,Burbank,91502,2019-08-23,2019-08-27,both
11877,50,8211 Leeds Ct.,,Goulburn,2580,2019-09-13,2019-09-16,both
11909,79,7948 Rambling Lane,,Puyallup,98371,2020-03-01,2020-03-01,both
11919,9,5592 Byers Rd.,,Colma,94014,2020-01-20,2020-01-20,both
11931,7,7561 Humphrey Drive,,Newton,V2M1P1,2020-02-28,2020-02-29,both
11938,50,7657 H St.,,Malabar,2036,2020-01-31,2020-02-01,both
11992,9,7306 Pastime Drive,,Long Beach,90802,2019-11-04,2019-11-08,both
12047,9,9106 Edwards Ave.,,Newport Beach,92625,2019-09-27,2019-09-28,both
12080,79,5052 Bannock Ct.,,Issaquah,98027,2020-02-17,2020-02-21,both
12113,50,8250 11th Avenue,,Port Macquarie,2444,2019-11-04,2019-11-04,both
12155,50,8254 North Ridge Drive,,Lane Cove,1597,2020-02-04,2020-02-07,both
12169,7,9710 Valley Blvd.,,Port Hammond,V6B 3P7,2020-03-15,2020-03-20,both
12180,50,280 Plymouth Dr.,,Coffs Harbour,2450,2020-02-20,2020-02-24,both
12196,79,3544 Brush Creek Drive,,Edmonds,98020,2020-02-14,2020-02-17,both
12203,64,7154 Broadway,,Gold Coast,4217,2019-10-23,2019-10-27,both
12263,50,3543 Lori Dr.,Apt 110c,Malabar,2036,2020-02-04,2020-02-09,both
12264,58,946 Hanson Lane,,Corvallis,97330,2020-01-30,2020-02-04,both
12275,64,2007 Shady Ln.,,Townsville,4810,2019-10-30,2019-11-03,both
12290,9,9830 Corcoran Road,,La Jolla,92806,2019-09-09,2019-09-10,both
12293,64,1773 Royal Palm Lane,,Gold Coast,4217,2019-10-31,2019-11-04,both
12298,50,9697 Sunshine,,Coffs Harbour,2450,2019-11-18,2019-11-22,both
12305,70,Charlottenstr 123,,Kiel,24044,2020-02-14,2020-02-14,both
12330,7,4068 Camelback Road,,Port Hammond,V6B 3P7,2020-02-10,2020-02-14,both
12336,58,2572 H Street,,Portland,97205,2020-03-10,2020-03-10,both
12337,50,4682 Sunset Meadows Ln,,Newcastle,2300,2020-02-15,2020-02-18,both
12364,9,419 River Ash Court,#9,Lakewood,90712,2019-11-02,2019-11-05,both
12365,7,1661 Beauty St.,,Haney,V2W 1W2,2019-09-07,2019-09-08,both
12369,66,9076 Inverness Drive,,Perth,6006,2019-12-01,2019-12-03,both
12371,7,9818 Frisbie Court,,Langford,V9,2019-10-10,2019-10-11,both
12373,14,3768 Door Way,,Gateshead,GA10,2019-12-07,2019-12-12,both
12389,79,4281 Meaham Drive,,Puyallup,98371,2019-12-25,2019-12-28,both
12408,64,206 Stonewood Ct.,,Rockhampton,4700,2019-11-01,2019-11-05,both
12420,14,1119 Elderwood Dr.,#3,Birmingham,B29 6SL,2019-08-25,2019-08-25,both
12423,64,6071 Mi Casa Court,,Rockhampton,4700,2019-08-31,2019-09-03,both
12481,58,8398 Kathryn Drive,,Beaverton,97005,2019-11-14,2019-11-19,both
12491,9,6670 Del Rey St,,Daly City,94015,2019-09-12,2019-09-14,both
12512,50,3936 Cedar Point Loop,,Port Macquarie,2444,2020-01-01,2020-01-03,both
12565,14,2023 Flame Drive,,London,W1X3SE,2019-09-05,2019-09-05,both
12597,9,3026 Anchor Drive,,Mill Valley,94941,2020-02-05,2020-02-08,both
12598,77,2516 Beauty St.,,Sunbury,3429,2019-12-03,2019-12-08,both
12601,9,1144 Paradise Ct.,,Newport Beach,92625,2019-11-13,2019-11-15,both
12674,64,4409 North Ranchford,,Hervey Bay,4655,2019-09-14,2019-09-16,both
12682,79,3884 Beauty Street,,Renton,98055,2019-10-01,2019-10-03,both
12708,79,3981 Bell Drive,,Bremerton,98312,2019-08-27,2019-08-27,both
12711,58,4698 G Street,,Milwaukie,97222,2020-02-29,2020-03-05,both
12725,50,1456 La Mar Ct.,,Malabar,2036,2019-11-25,2019-11-29,both
12779,14,7392 Coach Place,,Gateshead,GA10,2020-01-14,2020-01-14,both
12780,9,79 Montana,,Torrance,90505,2019-12-26,2019-12-27,both
12796,14,8434 Kenmore,,Birmingham,B29 6SL,2020-02-05,2020-02-09,both
12808,7,7784 Door Way,,Newton,V2M1P1,2020-03-05,2020-03-10,both
12819,9,2912 Guadalupe Dr.,,Burbank,91502,2020-01-26,2020-01-26,both
12829,50,6306 Knollview Court,,Goulburn,2580,2019-12-06,2019-12-07,both
12838,50,639 Treasure Drive,,Milsons Point,2061,2019-12-25,2019-12-28,both
12858,58,4650 Big Canyon Road,,Lebanon,97355,2019-12-15,2019-12-18,both
12863,50,6665 Homestead Ave.,,Darlinghurst,2010,2020-01-03,2020-01-04,both
12891,50,5891 Quail Court,Unit C,Sydney,1002,2019-09-12,2019-09-13,both
12895,9,4861 Via Valencia,,Concord,94519,2019-12-16,2019-12-20,both
12909,77,942 Brook Street,,Warrnambool,3280,2019-08-31,2019-09-02,both
12919,77,1583 Blackridge Drive,,Melbourne,3000,2019-11-09,2019-11-12,both
12924,50,4147 Alamo Court,,Wollongong,2500,2020-01-01,2020-01-01,both
12930,9,6242 Cleveland Avenue,,Woodland Hills,91364,2019-10-24,2019-10-29,both
12968,79,9610 Moccasin Ct,,Bellingham,98225,2020-03-05,2020-03-05,both
12992,77,2082 Satin Court,,South Melbourne,3205,2020-01-03,2020-01-03,both
13001,50,4091 Hill Meadow Pl.,,Newcastle,2300,2019-10-15,2019-10-18,both
13011,9,4451 Larkin Dr.,,San Carlos,94070,2019-12-29,2020-01-01,both
13026,50,2228 Ashford Court,,Lavender Bay,2060,2020-02-09,2020-02-10,both
13036,79,9963 Pacific,,Ballard,98107,2019-09-01,2019-09-01,both
13049,77,686 Argonne Drive,,Geelong,3220,2019-12-26,2019-12-30,both
13061,71,9218 Old Mt. View Drive,,Hobart,7001,2020-03-02,2020-03-02,both
13077,19,Alte Landstr 991,,Berlin,14129,2020-03-17,2020-03-20,both
13084,77,275 South Ranchford Ct,,Melbourne,3000,2020-01-25,2020-01-25,both
13106,79,2798 Castlewood,,Marysville,98270,2020-01-23,2020-01-25,both
13129,79,5656 Via Delaware,,Sedro Woolley,98284,2019-09-15,2019-09-16,both
13152,9,1962 Ferndale Lane,,Lemon Grove,91945,2020-02-23,2020-02-23,both
13157,58,97 Hermosa,,Salem,97301,2019-12-27,2020-01-01,both
13160,79,6061 St. Paul Way,,Everett,98201,2020-02-04,2020-02-07,both
13169,14,4500 Willow Dr.,,Oxford,OX14 4SE,2019-11-09,2019-11-14,both
13173,58,5090 Pepper Way,,Beaverton,97005,2020-02-29,2020-03-05,both
13177,9,9068 Muir Road,,Los Angeles,90012,2019-12-28,2020-01-02,both
13192,50,5436 Clear,# 101,Wollongong,2500,2019-12-09,2019-12-13,both
13193,79,2313 B Southampton Rd,,Yakima,98901,2020-03-18,2020-03-22,both
13195,79,137 Lancelot Dr,,Issaquah,98027,2020-01-31,2020-02-05,both
13264,9,2226 Cleveland Avenue,,Santa Monica,90401,2019-08-24,2019-08-27,both
13270,64,598 Limeridge Drive,,Rockhampton,4700,2020-02-14,2020-02-18,both
13292,77,5842 Standing Grove Dr.,,Geelong,3220,2019-11-08,2019-11-08,both
13308,50,3664 Colt Ct.,,Springwood,2777,2019-12-29,2020-01-02,both
13309,50,6613 Thornhill Place,,Lavender Bay,2060,2019-12-30,2019-12-30,both
13311,7,3450 Villageoaks Dr.,,Royal Oak,V8X,2019-10-18,2019-10-21,both
13324,7,8108 Abbey Court,,Oak Bay,V8P,2019-10-11,2019-10-14,both
13365,7,516 Oak Park Blvd.,,Victoria,V8V,2020-02-22,2020-02-26,both
13386,64,2551 Damascus Loop,,Townsville,4810,2019-09-07,2019-09-07,both
13400,64,3639 Blackridge Drive,,Hervey Bay,4655,2020-03-04,2020-03-08,both
13405,9,6675 Logan Ct,,El Cajon,92020,2020-02-02,2020-02-02,both
13416,79,4926 Sharon Dr,,Olympia,98501,2020-02-13,2020-02-17,both
13417,14,7954 Vista Avenue,,Berks,SL4 1RH,2020-02-15,2020-02-15,both
13427,77,5075 Reading Dr.,,Cranbourne,3977,2020-03-10,2020-03-10,both
13429,9,4753 Montanya Court,,Mill Valley,94941,2019-12-03,2019-12-06,both
13430,7,4539 Leeds Ct,,Haney,V2W 1W2,2020-01-04,2020-01-05,both
13444,9,5994 El Capitan,,Palo Alto,94303,2019-10-03,2019-10-05,both
13452,70,Nollendorfplatz 5662,,Münster,48001,2020-01-03,2020-01-03,both
13473,9,6206 Arthur Rd,,Santa Monica,90401,2019-10-19,2019-10-24,both
13481,77,2461 Orangewood Court,,Warrnambool,3280,2020-01-22,2020-01-24,both
13493,7,1471 Michigan Blvd.,,Shawnee,V9B 2C3,2019-10-09,2019-10-14,both
13496,14,9236 Woodland Drive,Unit B,High Wycombe,HP10 9QY,2019-10-12,2019-10-16,both
13511,64,8439 Teak St,,Gold Coast,4217,2020-03-17,2020-03-22,both
13520,64,5957 Hill Drive,,Brisbane,4000,2019-10-09,2019-10-10,both
13524,9,2206 Clear View Circle,,Concord,94519,2020-02-03,2020-02-04,both
13535,14,4629 Candle Dr,#30,Billericay,CM11,2020-03-01,2020-03-03,both
13551,50,5884 Madhatter Circle,,Lavender Bay,2060,2019-11-05,2019-11-08,both
13607,64,9063 Vista Aven.,,Hervey Bay,4655,2020-02-02,2020-02-04,both
13619,8,Zollhof 1866,,Erlangen,91054,2020-01-25,2020-01-26,both
13624,77,9396 Race Road,,Bendigo,3550,2020-01-20,2020-01-24,both
