id,customer_id,card_type,card_number,expiry_year,expiry_month,created_date,modified_date
3541,9,Mastercard,2281047818246651,2008,6,2017-12-06,2026-03-13
3544,7090,VISA,4514143195481410,2005,1,2015-06-10,2019-04-13
3549,10531,VISA,4710128482363274,2007,10,2018-05-14,2025-01-19
3552,1791,AMEX,371839217032228,2008,11,2017-06-28,2025-05-04
3558,3832,Mastercard,2707337220154759,2006,7,2016-11-04,2018-09-24
3565,18064,Mastercard,2234428131347228,2005,10,2017-02-21,2025-05-23
3574,8946,JCB,3549710062610593,2007,10,2015-10-08,2018-08-16
3577,16056,Maestro,502052166886,2008,3,2018-05-03,2026-11-21
3593,1929,VISA,4180195555744560776,2007,2,2018-03-16,2019-11-28
3599,2223,Mastercard,2282786019736452,2007,4,2018-06-16,2021-01-04
3604,13905,JCB,213112684223064,2007,4,2016-09-14,2025-08-16
3605,5959,JCB,3556508976885875,2007,11,2015-11-09,2025-10-11
3611,20022,VISA,4030185523019294744,2007,2,2019-07-13,2025-06-14
3615,4768,JCB,3571348518924788,2007,12,2017-12-26,2026-02-25
3626,17676,VISA,4845687612562897,2008,3,2018-08-10,2023-02-20
3627,469,VISA,4556582837904793,2007,6,2017-04-02,2022-05-23
3629,14767,AMEX,378117498639851,2006,7,2018-05-01,2026-05-15
3631,2194,Discover,6011745535843589,2006,7,2016-10-25,2021-07-09
3656,4122,VISA,4319593895899,2008,10,2017-09-30,2025-01-20
3660,19663,AMEX,347409320303360,2007,1,2019-01-04,2022-11-02
3667,20528,VISA,4325535011525974,2007,3,2015-04-20,2024-07-14
3669,2056,VISA,4015930670195406,2006,12,2017-07-02,2022-03-16
3675,12075,VISA,4710253517791,2005,10,2018-10-10,2021-01-11
3681,18619,VISA,4021173181047616,2005,7,2018-06-29,2019-06-12
3685,14217,JCB,3538254810701043,2007,5,2017-03-28,2025-06-28
3694,19385,Maestro,630445579497,2006,5,2018-12-21,2020-07-03
3695,12715,JCB,213146914782168,2008,9,2018-10-17,2019-10-04
3713,13090,VISA,4234275137871164,2005,5,2017-12-24,2023-02-01
3716,15047,VISA,4764427795395,2006,1,2016-09-09,2020-09-17
3717,2304,Mastercard,2286335541482726,2007,1,2016-10-26,2026-02-17
3721,15638,JCB,180067592938089,2005,9,2016-06-05,2021-07-03
3722,3057,VISA,4710530273905090,2007,8,2017-09-10,2024-03-15
3738,4819,VISA,4515622189264147,2008,11,2018-05-12,2023-06-26
3751,16432,AMEX,340663978985665,2006,10,2015-11-25,2020-07-09
3754,16447,JCB,213174216492765,2007,12,2018-10-31,2024-08-16
3757,17515,VISA,4674135937496926,2005,7,2017-03-25,2021-06-21
3767,4050,VISA,4361464691465437454,2005,3,2018-04-04,2019-01-12
3770,85,VISA,4481189293705,2005,12,2015-09-08,2022-11-13
3788,2178,VISA,4467550013425949,2007,9,2015-10-08,2020-06-03
3794,2081,AMEX,372098936844541,2006,6,2017-11-20,2021-05-06
3834,2295,VISA,4634381896677965131,2006,12,2017-11-14,2022-04-14
3841,1697,VISA,4323453254217089,2005,12,2016-12-09,2026-05-09
3843,13903,VISA,4954466809633,2008,12,2018-03-02,2023-11-26
3857,1183,VISA,4770816733593522604,2007,9,2017-06-12,2026-08-07
3860,16575,AMEX,348564665661431,2007,4,2017-01-23,2019-09-02
3905,2285,JCB,3536158798659655,2006,6,2015-06-20,2018-10-28
3907,5224,AMEX,345769476648104,2008,12,2018-08-03,2024-12-20
3910,2311,Mastercard,5159925792845048,2007,4,2017-04-27,2020-03-06
3921,1507,Mastercard,5387838332450415,2006,9,2016-04-15,2024-10-18
3923,459,JCB,3532692880155796,2005,11,2017-06-23,2021-09-16
3940,17004,AMEX,344855420787253,2007,1,2017-07-01,2022-08-29
3956,653,Discover,6528215475281550,2008,9,2016-08-09,2024-07-18
3958,925,Discover,6011599419190934,2008,9,2018-08-28,2027-09-07
3967,15130,VISA,4518846677324595,2007,3,2017-11-15,2027-02-27
3968,20048,VISA,4811114740531942,2008,3,2016-09-04,2019-12-06
3974,17331,VISA,4958408211600,2006,2,2012-01-16,2017-06-14
3978,12146,VISA,4774668162401309569,2008,5,2016-08-19,2025-12-11
4000,1543,Mastercard,2612099005183411,2008,4,2016-12-15,2022-12-25
4031,7368,Diners,38875942576696,2008,3,2017-06-19,2022-02-03
4041,242,JCB,180002185238126,2006,10,2017-04-29,2026-07-23
4054,2364,AMEX,343748778633354,2006,6,2018-02-05,2025-03-27
4060,13161,AMEX,378435581070184,2008,7,2017-10-08,2022-07-07
4078,2021,AMEX,375669376790340,2006,9,2016-11-04,2021-02-27
4095,19271,VISA,4655430608792759,2006,4,2015-04-12,2021-07-08
4097,789,VISA,4699120195552,2007,3,2018-11-08,2019-06-28
4106,69,VISA,4124068576739,2007,8,2019-03-21,2024-12-10
4117,257,JCB,213167743327496,2006,6,2016-12-28,2021-02-10
4136,125,JCB,3575186379924554,2005,5,2018-04-06,2020-07-18
4138,19992,VISA,4523916878587382,2007,1,2013-04-12,2021-09-16
4146,15296,Maestro,581088760128,2006,12,2016-08-26,2023-03-16
4153,3749,AMEX,345345988578566,2007,2,2015-10-01,2017-11-07
4159,9475,AMEX,344400092528287,2007,10,2015-12-03,2020-04-21
4170,1267,JCB,3556598339738838,2008,8,2018-09-26,2025-10-07
4204,20158,JCB,3543843227506418,2005,6,2017-07-17,2020-09-12
4224,3682,JCB,213198470880431,2005,1,2016-09-15,2019-07-01
4226,19840,Diners,30106751756478,2005,1,2018-08-04,2020-03-21
4234,15139,VISA,4562791495732434279,2005,3,2017-10-10,2023-02-12
4250,2316,AMEX,377292146038565,2005,9,2017-03-28,2024-09-29
4253,3778,VISA,4406405190494838563,2007,6,2018-12-03,2022-12-18
4257,17461,VISA,4746137101326289,2007,8,2018-05-12,2024-01-20
4288,5374,Mastercard,2254375668808574,2005,11,2015-07-28,2023-06-20
4299,3288,VISA,4849342211688695,2007,4,2017-02-12,2025-09-16
4303,18154,Maestro,502017621298,2005,11,2017-12-29,2021-08-30
4309,725,Mastercard,2720567972130499,2006,3,2017-10-10,2019-11-25
4310,10445,Discover,6588248477245528,2007,8,2016-01-20,2023-07-10
4318,2227,VISA,4335721535507296,2007,11,2019-10-22,2020-02-04
4324,166,Maestro,572369626237,2008,1,2018-06-18,2025-09-16
4326,13355,Maestro,676200842497,2007,3,2017-04-21,2023-03-03
4344,8185,VISA,4813522601257639,2008,11,2017-09-14,2021-04-14
4345,111,JCB,3596433165996742,2005,2,2019-02-14,2025-08-28
4350,9527,VISA,4894476350722966,2006,11,2018-10-07,2021-10-10
4358,12205,VISA,4332417843053216985,2008,12,2019-08-05,2021-02-24
4361,16414,VISA,4995956271837702,2005,7,2018-01-29,2022-08-19
4362,13542,Maestro,560879118837,2007,5,2016-08-29,2024-08-16
4365,4370,Maestro,630495115275,2005,11,2017-04-04,2023-11-29
4403,19339,JCB,213165730141581,2007,10,2018-06-06,2023-05-26
4404,3346,JCB,180087807593230,2007,4,2016-12-27,2022-05-06
4409,839,VISA,4520603637712914,2008,6,2017-04-18,2019-12-04
4411,10848,VISA,4546414295189393865,2008,7,2017-10-07,2023-06-02
4412,523,JCB,3559971292493328,2005,7,2017-08-20,2025-07-06
4425,4167,JCB,3537474396623814,2005,3,2016-12-21,2018-12-10
4432,9374,Diners,30480504388800,2006,2,2017-10-09,2021-02-10
4434,2789,VISA,4150464331895613,2007,6,2018-08-11,2022-07-06
4458,6799,AMEX,346024965186508,2008,3,2015-11-03,2020-07-21
4488,2358,JCB,3554212483089954,2007,3,2017-01-06,2020-03-07
4500,2172,Discover,6011341285158384,2005,10,2016-09-30,2026-11-07
4532,249,VISA,4030116369700133,2007,9,2018-05-27,2024-03-27
4548,4028,JCB,3587871588874056,2008,10,2016-09-08,2022-12-18
4554,19776,VISA,4832934586662,2006,12,2017-10-08,2019-04-07
4559,2578,JCB,3522615044862041,2006,6,2016-01-29,2017-03-09
4567,3653,JCB,213116714722979,2007,1,2017-05-07,2021-06-22
4572,1945,VISA,4598536271074,2006,9,2019-04-06,2027-09-05
4576,4125,JCB,213152275682591,2008,2,2019-05-18,2027-01-16
4584,18220,VISA,4962681710767695,2006,8,2018-06-05,2023-03-22
4592,4859,JCB,3508624809873399,2008,5,2016-06-19,2026-06-21
4594,207,Discover,6578630478509147,2006,7,2017-04-09,2019-09-23
4613,18808,Discover,6011106800027814,2006,7,2012-06-10,2020-04-14
4627,153,JCB,3502350559694704,2005,8,2017-02-01,2020-02-08
4660,120,VISA,4344193798491,2007,4,2018-06-26,2021-07-05
4676,14076,JCB,3519084320970983,2005,3,2018-03-18,2022-07-20
4685,1011,JCB,180050976907979,2005,5,2017-10-22,2026-08-27
4686,2899,JCB,3507575388686175,2007,6,2017-06-19,2026-07-07
4688,203,Discover,6523491381308556,2005,10,2018-03-16,2021-09-30
4689,4852,Maestro,060482674797,2005,1,2017-10-15,2023-07-18
4692,2108,JCB,3510606247453484,2008,9,2018-04-26,2025-09-11
4700,5377,VISA,4962912266839187177,2007,12,2016-01-13,2024-06-24
4702,12598,JCB,180001897182622,2008,12,2018-08-29,2027-12-05
4706,3969,Mastercard,2278549766803362,2005,11,2016-11-29,2022-12-25
4707,142,Discover,6501587454526531,2006,11,2019-05-18,2026-03-18
4712,20394,Diners,30478692238316,2005,9,2017-05-15,2022-12-24
4745,2159,Discover,6546840078672208,2005,9,2017-06-05,2022-12-16
4752,1111,VISA,4552755272008,2007,11,2018-12-03,2025-08-18
4767,2363,JCB,3572407216818640,2008,9,2018-04-19,2019-06-23
4779,16484,VISA,4654089899428829,2007,2,2018-03-16,2025-08-20
4793,571,AMEX,348015896615100,2006,10,2018-10-12,2024-01-18
4804,14011,AMEX,370353737527858,2005,5,2018-04-04,2021-10-12
4805,2356,JCB,3500781052620915,2008,10,2018-10-21,2021-01-23
4849,2279,VISA,4054675579083,2007,1,2017-05-30,2022-03-03
4859,8526,VISA,4331950909627714600,2007,5,2019-05-31,2022-02-02
4864,1437,JCB,3548434727418208,2005,3,2018-01-15,2027-06-05
4867,13869,VISA,4167523865197971317,2007,3,2017-12-21,2020-06-10
4890,18798,JCB,213195776045826,2006,8,2019-03-30,2023-12-03
4891,14616,Maestro,060421494133,2008,10,2015-07-21,2024-01-01
4918,16852,JCB,3589144545329665,2007,1,2019-04-30,2026-05-04
4919,19944,JCB,3592288483278809,2006,5,2017-08-01,2027-02-01
4927,83,JCB,3515116144982721,2008,12,2015-12-04,2017-08-27
4937,6485,JCB,3571986101847872,2006,1,2016-10-10,2024-11-23
4946,5020,VISA,4154874263057,2008,6,2016-12-10,2022-01-28
4947,16899,VISA,4345001344371202,2007,10,2014-05-06,2021-07-09
4955,15584,Diners,38416313224994,2007,7,2019-01-05,2022-03-12
4970,2018,VISA,4111145823203485,2008,7,2017-03-06,2025-10-13
4971,9195,VISA,4500487866407550,2008,9,2017-10-17,2021-03-10
4972,19027,JCB,3571119161849360,2007,5,2016-07-31,2020-04-27
4974,5558,JCB,3523375254213463,2005,9,2018-01-02,2023-02-24
4976,8645,VISA,4725882837400586,2008,7,2018-01-31,2022-03-22
4979,17649,JCB,213138228465507,2006,4,2018-07-16,2026-04-14
4982,2273,VISA,4121525789990514,2005,5,2017-05-22,2023-08-21
4986,48,VISA,4726450210485,2007,3,2017-09-25,2024-12-17
4998,72,Maestro,675994360138,2008,2,2017-07-09,2027-02-09
5000,551,Discover,6572020850664171,2008,3,2017-08-27,2023-09-24
5012,5655,VISA,4033122245041373367,2007,10,2015-09-02,2025-08-28
5013,204,JCB,3512529738950735,2008,1,2019-04-26,2022-05-31
5036,5970,Maestro,630403403367,2007,3,2018-03-29,2026-11-25
5041,18258,Maestro,639001354054,2006,6,2019-01-31,2021-06-03
5062,10129,VISA,4652908532959,2008,8,2017-07-26,2020-07-31
5070,2244,VISA,4667489549099536052,2007,7,2016-10-13,2021-07-14
5080,4572,Maestro,060495552311,2008,9,2017-12-12,2020-11-23
5096,2094,Diners,30303666398096,2005,9,2017-07-23,2026-07-31
5099,17317,JCB,3573903962057200,2007,11,2018-07-27,2022-04-15
5103,91,Diners,30033798744509,2008,2,2017-04-10,2022-09-28
5110,5,Discover,6582397891547476,2005,12,2015-02-18,2022-06-18
5115,2077,JCB,3533375791763564,2007,5,2010-01-02,2017-02-08
5117,18427,VISA,4855480002297929,2007,9,2016-04-30,2019-01-02
5127,3864,JCB,213196649502795,2006,7,2018-02-20,2025-06-12
5134,112,Diners,38725270220351,2005,8,2018-05-28,2026-06-12
5136,10955,JCB,3596420071402287,2006,6,2018-01-01,2027-02-14
5137,2268,JCB,213153960113660,2008,1,2016-12-02,2025-05-12
5139,283,VISA,4828984029462,2007,10,2018-03-15,2022-11-07
5154,6669,VISA,4068459134298287521,2006,7,2018-04-17,2023-06-30
5162,209,VISA,4167872492101293,2005,8,2016-11-27,2025-11-22
5166,18727,Mastercard,2707722413693350,2005,6,2018-01-17,2026-08-10
5180,3237,VISA,4998273568592027467,2007,9,2017-07-24,2027-09-22
5202,7232,VISA,4799913774790658040,2008,8,2017-04-11,2027-02-03
5210,2148,JCB,213134822787636,2008,7,2010-11-23,2018-05-05
5217,19126,Mastercard,2233364832713510,2008,3,2013-11-17,2017-06-23
5220,14078,Mastercard,5585987203331855,2008,5,2015-04-14,2019-02-05
5232,2100,Maestro,639044113715,2007,10,2016-06-08,2026-04-09
5241,1819,Maestro,675978283322,2005,8,2019-07-19,2022-04-07
5249,7399,JCB,3559438130322382,2005,5,2017-07-31,2019-12-15
5255,2134,VISA,4023244984641670590,2007,6,2017-07-11,2022-11-24
5270,1049,VISA,4795615758945931971,2007,6,2017-01-29,2020-06-20
5294,2049,JCB,180065808660877,2005,10,2018-10-04,2024-12-27
5307,6576,Mastercard,2403436328721209,2008,4,2017-11-04,2021-11-24
5315,252,VISA,4739887052407817921,2007,8,2018-06-25,2026-06-15
5317,14010,VISA,4488221196954320,2005,10,2017-06-11,2024-10-04
5325,14602,VISA,4707448668302481,2007,1,2017-10-05,2019-03-02
5329,76,JCB,3591624410764860,2006,5,2017-12-27,2027-03-05
5355,17,VISA,4203451181955164,2006,5,2016-05-03,2022-03-19
5365,4043,JCB,3582829214156137,2007,9,2016-03-02,2018-01-17
5366,11576,VISA,4967347009575729,2007,10,2018-04-29,2025-06-10
5371,10551,VISA,4099847630831111,2005,4,2017-03-15,2019-06-19
5410,6102,Mastercard,5221619952817509,2005,2,2017-12-21,2025-09-07
5423,6344,Discover,6509712208060619,2005,1,2017-01-14,2024-02-06
5432,13547,JCB,3535352935535644,2008,4,2017-02-20,2026-09-28
5433,5752,JCB,3564696634654534,2007,4,2017-08-23,2026-02-22
5439,2300,Maestro,675947329115,2008,9,2015-08-23,2022-05-29
5464,13088,Mastercard,2622804299635143,2007,1,2018-07-09,2021-01-29
5467,2443,JCB,3500068092744156,2005,3,2018-05-17,2021-09-26
5469,1794,Maestro,676116825552,2005,5,2019-02-17,2020-02-09
5470,18989,VISA,4013725085624,2008,2,2015-08-14,2023-08-02
5474,10389,VISA,4401436461609623,2006,5,2018-09-13,2025-09-07
5481,12054,Discover,6576891560349329,2006,8,2017-02-19,2021-01-03
5483,2196,VISA,4284357337751441610,2007,9,2018-01-23,2026-08-15
5485,13032,VISA,4895976253150164,2008,1,2018-06-13,2020-07-25
5489,631,Maestro,503843349310,2005,1,2017-07-10,2026-02-08
5496,2473,Diners,38691021922804,2005,1,2017-11-18,2024-10-15
5510,3264,JCB,213151183069735,2005,4,2017-10-20,2027-04-12
5524,11853,AMEX,343812903140063,2006,7,2017-08-03,2025-06-12
5526,3572,VISA,4988478044943963,2008,3,2016-10-09,2025-04-12
5533,2387,VISA,4850091571772,2005,6,2019-06-26,2027-08-04
5550,2035,Diners,30147222294848,2007,2,2019-08-26,2023-08-08
5589,4142,VISA,4743531150794137,2005,11,2017-10-08,2023-12-01
5602,9898,VISA,4555936821442358401,2007,11,2015-08-29,2024-07-22
5633,6850,VISA,4420560687275,2006,12,2017-03-31,2021-07-18
5634,7951,Diners,30015866638499,2006,5,2016-09-05,2022-12-16
5638,6012,Mastercard,2704557560707063,2007,9,2018-08-15,2021-08-17
5639,18161,JCB,3591691068517874,2005,9,2016-08-25,2020-11-07
5642,61,VISA,4300672263934494,2006,7,2018-07-08,2025-10-30
5655,35,JCB,180058711414821,2006,5,2016-09-02,2023-01-05
5671,19845,JCB,3513173685677154,2006,8,2012-11-28,2017-05-31
5672,19235,VISA,4110265522233384,2006,5,2016-06-29,2024-09-10
5675,611,Maestro,503813134643,2006,8,2017-10-12,2022-02-16
5676,3381,JCB,3578118689339246,2008,3,2017-08-20,2025-12-10
5686,17394,VISA,4771222165552067,2007,2,2018-02-01,2026-12-09
5705,160,VISA,4904678295854360,2008,9,2017-08-27,2021-08-15
5716,20076,Mastercard,2715883414724675,2008,11,2012-06-22,2019-12-17
5722,63,Discover,6581240796988323,2006,1,2017-11-04,2026-01-03
5731,15017,Mastercard,5181796654028078,2006,6,2018-10-12,2025-07-17
5738,4848,VISA,4156510968443608,2007,10,2018-08-27,2025-10-25
5766,5765,Mastercard,5285280317702028,2006,9,2015-10-15,2020-04-21
5768,3171,Discover,6547406278495995,2006,9,2019-03-30,2024-03-04
5781,253,VISA,4848867560278498350,2008,6,2018-12-30,2022-02-11
5791,4138,JCB,3508835933066227,2006,8,2017-12-16,2027-01-30
5805,100,VISA,4127660654655,2007,7,2018-05-18,2026-10-30
5828,2092,Diners,30419820761019,2006,9,2018-07-13,2026-10-31
5839,2318,AMEX,372729707155069,2005,2,2016-09-03,2022-11-21
5853,17194,VISA,4760848096784316415,2006,3,2018-08-30,2019-12-06
5867,2149,VISA,4793551920686818,2007,1,2018-08-26,2022-05-25
5870,20172,Diners,30047636442498,2005,5,2017-03-15,2025-07-17
5894,7166,JCB,3511155337912024,2007,8,2019-01-12,2020-07-07
5896,155,VISA,4050686019269312,2008,5,2017-01-20,2025-04-26
5897,2174,JCB,3558165180134901,2006,4,2018-01-31,2025-11-15
5898,19558,VISA,4609746593643,2007,8,2018-04-13,2025-11-11
5899,9623,AMEX,347581871970175,2006,1,2017-10-14,2021-12-09
5905,13314,VISA,4855581590379902,2008,3,2018-02-08,2023-04-04
5926,527,VISA,4523640673706464,2008,9,2017-01-19,2024-02-23
5927,3936,JCB,213159371483170,2006,2,2017-03-26,2024-09-23
5971,3362,Mastercard,5228152398849004,2005,10,2013-08-14,2015-09-03
5980,2367,JCB,3517706426049179,2005,5,2018-12-18,2026-09-24
5987,2312,JCB,3519110901934211,2005,4,2017-04-08,2019-03-02
6000,10096,VISA,4169754714512702807,2008,7,2015-07-01,2025-11-05
6001,2306,VISA,4802769073455932254,2005,12,2017-05-11,2019-07-09
6009,11606,JCB,3582592970677791,2008,2,2012-09-28,2022-06-09
6014,13076,Mastercard,5591245533815762,2005,10,2018-04-29,2020-05-13
6049,2298,Diners,30368010731359,2008,8,2017-06-11,2025-06-20
6060,15202,Diners,30436508281508,2006,4,2016-06-15,2025-09-06
6082,7404,Diners,36964917130713,2007,5,2016-02-11,2024-06-17
6083,2132,Diners,38553917819264,2006,6,2015-09-05,2018-07-20
6108,277,Maestro,060400136044,2006,2,2016-12-30,2024-03-03
6110,271,Mastercard,2227123730010637,2007,10,2018-12-31,2024-08-23
6114,959,Diners,38636267051776,2006,10,2018-01-13,2020-03-02
6116,19194,AMEX,346053592651238,2008,7,2017-11-08,2022-07-06
6118,2216,Diners,30113539557673,2005,1,2017-11-19,2021-07-15
6131,18222,Mastercard,5559780960583533,2005,3,2018-07-30,2027-03-16
6139,2342,AMEX,371293792516389,2006,9,2016-11-24,2019-07-31
6158,2190,VISA,4671975388299995,2008,6,2017-07-30,2021-06-30
6173,12522,AMEX,373561873030829,2008,10,2019-04-13,2022-01-20
6177,5514,VISA,4041541721163,2007,11,2016-12-06,2025-09-13
6180,2240,Diners,30331276080432,2006,12,2018-04-30,2026-04-12
6195,7260,VISA,4093093036432443730,2008,5,2018-04-14,2022-10-17
6206,167,Diners,30032955372500,2007,9,2016-11-12,2020-01-20
6219,231,JCB,3558669034537482,2006,9,2018-10-21,2026-06-24
6226,591,Discover,6011734929186888,2007,6,2019-03-07,2023-03-01
6239,12174,AMEX,374240000183145,2007,11,2013-01-11,2019-06-28
6246,2185,JCB,213146550478733,2005,2,2018-12-28,2020-06-12
6250,5091,Mastercard,5498989780519957,2007,7,2017-01-09,2020-07-13
6253,7701,JCB,3528330136758347,2005,11,2017-08-30,2025-07-27
6264,2350,Diners,30182024838542,2005,9,2015-08-13,2022-04-23
6267,2080,Maestro,676327380561,2008,11,2018-03-13,2022-12-21
6272,16787,AMEX,344860201913995,2006,10,2016-12-19,2022-06-13
6300,10840,AMEX,340781241479116,2008,8,2014-09-10,2023-10-06
6301,2264,JCB,3554663245043004,2008,12,2017-03-23,2021-03-18
6307,20610,VISA,4191905834568231,2005,5,2018-08-16,2020-03-24
6326,13738,VISA,4324314356543427,2006,3,2019-04-18,2020-02-26
6333,2166,Diners,36969563946502,2007,11,2018-07-17,2022-02-14
6338,12660,VISA,4042194104332098692,2005,10,2019-03-05,2023-09-02
6349,15829,JCB,3598116614491740,2005,8,2018-04-21,2025-12-01
6355,18,AMEX,372667432266654,2006,3,2017-11-28,2023-04-17
6364,14065,AMEX,341092552246048,2005,7,2016-04-29,2026-08-30
6382,679,Maestro,676378469297,2005,9,2017-09-07,2026-05-06
6384,17745,JCB,3509233867068717,2008,6,2017-05-24,2019-07-25
6385,117,AMEX,347111070673816,2008,5,2017-03-02,2022-02-21
6391,141,VISA,4925004379481480,2008,9,2019-08-05,2023-01-16
6396,10298,JCB,3596195149470652,2005,6,2016-09-14,2026-02-08
6398,14268,Mastercard,5267125811983271,2006,8,2019-03-10,2022-10-13
6404,9893,JCB,3575145701461370,2007,10,2016-08-30,2018-11-28
6434,2139,VISA,4838641754535,2008,7,2018-01-06,2028-01-02
6439,4235,JCB,3549777396418464,2008,1,2015-06-12,2024-09-29
6451,10867,Mastercard,2230216091881110,2007,12,2018-03-20,2020-01-22
6464,19170,JCB,213180085050717,2006,2,2018-08-25,2023-12-25
6475,20285,VISA,4282473439568478,2007,6,2017-01-26,2025-11-01
6479,19693,VISA,4850192795606514,2006,3,2018-08-27,2024-07-05
6484,31,Diners,38305642945090,2008,11,2018-04-16,2026-02-18
6510,1695,Discover,6550650880094662,2005,5,2017-11-16,2022-02-25
6524,2082,VISA,4915692089154938006,2008,6,2017-04-10,2024-03-24
6532,6307,JCB,3565848681797588,2007,4,2012-11-15,2021-04-18
6533,273,JCB,3510392228066831,2008,2,2016-05-08,2023-03-08
6535,2917,JCB,3586130750758303,2006,7,2016-06-08,2024-10-25
6556,13606,VISA,4852700637618562054,2007,7,2018-10-21,2022-12-24
6580,18946,Discover,6011183092326154,2008,4,2017-05-28,2019-10-08
6581,20105,Discover,6011342155571599,2007,2,2018-12-03,2023-01-11
6597,2801,VISA,4145808820226730,2006,8,2019-03-20,2024-06-29
6606,149,JCB,3543416555290192,2007,9,2018-08-01,2022-12-07
6636,869,JCB,3515868859494892,2005,12,2015-04-09,2024-11-12
6672,4160,VISA,4085905458748,2006,9,2016-05-28,2019-03-24
6690,14743,Diners,30273997293862,2006,3,2018-12-14,2023-06-12
6693,1745,VISA,4418253188914764508,2008,5,2019-05-15,2024-11-16
6714,87,JCB,3519530232768899,2005,10,2017-04-02,2025-06-28
6731,4973,Diners,36952508548567,2007,1,2015-06-26,2023-09-19
6733,14705,JCB,213178981410118,2008,2,2015-08-02,2025-02-16
6740,2305,VISA,4064553729312,2008,1,2017-07-29,2021-04-16
6747,1691,AMEX,377873906283481,2005,1,2017-12-19,2027-03-30
6753,8106,Mastercard,2720299185102236,2006,10,2015-02-11,2022-09-26
6754,219,Mastercard,2712188404553792,2005,5,2016-09-08,2021-06-15
6762,2246,Diners,30265889274067,2005,1,2016-11-11,2025-01-22
6767,18666,AMEX,375315390410164,2007,4,2017-05-16,2025-04-23
6786,4330,JCB,3530701346483841,2007,3,2017-10-06,2025-10-21
6799,2119,AMEX,373624174761987,2005,12,2016-05-01,2023-12-07
6805,16207,Maestro,562361713653,2006,5,2019-03-22,2020-01-07
6807,391,Mastercard,2588799516833822,2008,9,2017-02-09,2026-04-02
6815,16321,VISA,4765801648664504,2005,1,2019-01-12,2025-06-12
6851,270,VISA,4781337872385409,2008,3,2017-04-27,2025-02-27
6853,4914,VISA,4243951528019,2005,2,2016-04-04,2022-09-02
6861,2140,Maestro,502072266492,2005,5,2018-09-02,2025-02-13
6862,2369,Maestro,676333362777,2007,6,2018-08-12,2024-05-27
6865,2195,Diners,30205380130749,2006,8,2017-03-20,2021-01-25
6871,2393,AMEX,376989709686356,2006,10,2016-01-07,2021-11-20
6884,497,JCB,180068358313061,2007,12,2013-12-10,2017-01-28
6892,2189,JCB,3565187745818944,2006,5,2016-08-25,2022-03-31
6900,10742,Mastercard,2239795922143981,2008,3,2018-05-06,2022-09-22
6904,244,VISA,4140801391230208245,2007,12,2018-01-15,2026-01-23
6917,1357,Diners,30029980116837,2007,11,2016-05-16,2026-03-23
6920,935,JCB,3591266386786483,2006,2,2016-10-05,2026-01-24
6929,1559,Mastercard,2426563652660357,2008,4,2017-01-10,2024-12-08
6961,7925,JCB,3584208488874758,2006,8,2018-09-15,2020-01-16
6968,2283,VISA,4111879661095120,2008,7,2017-11-28,2020-08-18
6970,8799,Discover,6011476966533131,2005,6,2019-01-15,2022-07-05
6974,4916,AMEX,370074898834699,2007,2,2016-07-31,2021-10-19
7010,16311,JCB,3538984532951340,2007,11,2014-10-27,2020-01-17
7013,6137,VISA,4427340846820014,2005,9,2016-08-06,2023-05-15
7017,1770,JCB,3529849824411744,2006,6,2017-05-21,2025-12-21
7018,1331,JCB,180089058880662,2005,2,2018-04-30,2019-12-18
7027,15948,VISA,4775414019094,2006,12,2019-01-23,2024-10-01
7035,10663,Maestro,676335272057,2008,7,2017-01-19,2022-03-02
7042,817,JCB,180059901727832,2005,2,2014-08-23,2019-09-29
7047,14006,AMEX,377573760079823,2005,6,2018-10-05,2023-04-02
7049,265,AMEX,379673426890536,2008,12,2018-07-18,2023-11-04
7053,4987,VISA,4593398929786,2008,7,2018-08-03,2025-12-29
7054,11118,Discover,6511136178465341,2005,8,2017-12-15,2024-08-21
7058,22,AMEX,372198009914088,2005,10,2017-06-20,2026-09-23
7066,1373,AMEX,347962296943510,2008,1,2017-02-20,2021-08-02
7068,5114,Discover,6011189671811979,2006,9,2018-12-11,2026-10-11
7105,11937,Diners,30038792715736,2007,2,2018-11-08,2025-07-08
7106,697,VISA,4126790315065937604,2008,9,2013-10-06,2018-05-04
7108,7407,VISA,4331868731134450,2006,1,2018-06-02,2025-10-27
7121,2857,VISA,4667080733057549,2007,10,2016-06-11,2019-05-15
7128,15514,AMEX,371602188508356,2007,2,2017-10-27,2024-05-09
7141,1935,AMEX,376512222170326,2007,1,2016-08-31,2024-03-09
7163,12797,VISA,4489183026114294,2006,3,2017-10-13,2025-05-28
7179,799,VISA,4687123250919083,2005,5,2017-02-14,2023-10-15
7204,4850,JCB,180050824044082,2008,4,2017-01-06,2021-01-27
7207,212,VISA,4857854667829754,2008,4,2018-07-06,2021-12-05
7229,2193,Diners,30458603640313,2008,11,2016-06-07,2026-08-25
7243,2310,AMEX,370383481100487,2005,5,2015-05-23,2020-11-16
7253,4817,VISA,4177513812580976,2007,2,2017-01-08,2026-04-08
7263,963,Maestro,060443479005,2005,10,2017-12-31,2027-07-31
7265,16108,VISA,4698819805092956,2005,8,2016-08-09,2021-05-02
7267,12112,Discover,6011049113089305,2008,6,2019-10-14,2024-11-22
7272,10934,VISA,4290060223220240,2007,3,2016-12-11,2023-03-28
7274,14888,VISA,4943550710814696,2007,9,2019-06-18,2021-09-11
